Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","1996","1996","°c","0.245","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","1997","1997","°c","0.766","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","1998","1998","°c","1.004","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","1999","1999","°c","0.359","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","2000","2000","°c","0.557","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","2001","2001","°c","0.727","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","2002","2002","°c","0.799","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","2003","2003","°c","0.711","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","2004","2004","°c","0.62","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","2005","2005","°c","0.985","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","2006","2006","°c","0.807","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","2007","2007","°c","0.794","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","2008","2008","°c","0.863","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","2009","2009","°c","1.134","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","2010","2010","°c","0.983","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","2011","2011","°c","1.056","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","2012","2012","°c","0.821","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","2013","2013","°c","1.002","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","2014","2014","°c","1.066","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","2015","2015","°c","1.243","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","2016","2016","°c","1.071","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","2017","2017","°c","1.357","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","2018","2018","°c","0.951","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","2019","2019","°c","1.321","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","2020","2020","°c","1.318","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","2021","2021","°c","0.76","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","2022","2022","°c","0.81","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","2023","2023","°c","1.743","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1961","1961","°c","0.255","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1962","1962","°c","0.255","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1963","1963","°c","0.255","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1964","1964","°c","0.255","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1965","1965","°c","0.255","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1966","1966","°c","0.255","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1967","1967","°c","0.255","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1968","1968","°c","0.255","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1969","1969","°c","0.255","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1970","1970","°c","0.255","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1971","1971","°c","0.255","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1972","1972","°c","0.255","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1973","1973","°c","0.255","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1974","1974","°c","0.255","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1975","1975","°c","0.255","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1976","1976","°c","0.255","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1977","1977","°c","0.255","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1978","1978","°c","0.255","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1979","1979","°c","0.255","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1980","1980","°c","0.255","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1981","1981","°c","0.255","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1982","1982","°c","0.255","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1983","1983","°c","0.255","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1984","1984","°c","0.255","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1985","1985","°c","0.255","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1986","1986","°c","0.255","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1987","1987","°c","0.255","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1988","1988","°c","0.255","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1989","1989","°c","0.255","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1990","1990","°c","0.255","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1991","1991","°c","0.255","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1992","1992","°c","0.255","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1993","1993","°c","0.255","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1994","1994","°c","0.255","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1995","1995","°c","0.255","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1996","1996","°c","0.255","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1997","1997","°c","0.255","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1998","1998","°c","0.255","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1999","1999","°c","0.255","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","2000","2000","°c","0.255","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","2001","2001","°c","0.255","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","2002","2002","°c","0.255","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","2003","2003","°c","0.255","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","2004","2004","°c","0.255","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","2005","2005","°c","0.255","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","2006","2006","°c","0.255","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","2007","2007","°c","0.255","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","2008","2008","°c","0.255","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","2009","2009","°c","0.255","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","2010","2010","°c","0.255","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","2011","2011","°c","0.255","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","2012","2012","°c","0.255","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","2013","2013","°c","0.255","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","2014","2014","°c","0.255","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","2015","2015","°c","0.255","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","2016","2016","°c","0.255","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","2017","2017","°c","0.255","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","2018","2018","°c","0.255","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","2019","2019","°c","0.255","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","2020","2020","°c","0.255","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","2021","2021","°c","0.255","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","2022","2022","°c","0.255","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","2023","2023","°c","0.255","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","1961","1961","°c","-0.297","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","1962","1962","°c","0.091","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","1963","1963","°c","0.277","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","1964","1964","°c","-0.219","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","1965","1965","°c","0.08","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","1966","1966","°c","-0.051","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","1967","1967","°c","-0.127","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","1968","1968","°c","0.117","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","1969","1969","°c","0.264","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","1970","1970","°c","-0.012","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","1971","1971","°c","-0.535","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","1972","1972","°c","0.28","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","1973","1973","°c","-0.373","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","1974","1974","°c","-0.326","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","1975","1975","°c","-0.376","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","1976","1976","°c","0.337","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","1977","1977","°c","0.137","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","1978","1978","°c","0.174","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","1979","1979","°c","0.435","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","1980","1980","°c","0.343","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","1981","1981","°c","0.258","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","1982","1982","°c","0.256","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","1983","1983","°c","0.213","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","1984","1984","°c","-0.557","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","1985","1985","°c","-0.383","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","1986","1986","°c","-0.298","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","1987","1987","°c","0.561","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","1988","1988","°c","-0.285","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","1989","1989","°c","-0.009","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","1990","1990","°c","0.363","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","1991","1991","°c","0.159","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","1992","1992","°c","0.105","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","1993","1993","°c","0.232","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","1994","1994","°c","0.203","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","1995","1995","°c","0.456","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","1996","1996","°c","0.362","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","1997","1997","°c","1.026","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","1998","1998","°c","0.73","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","1999","1999","°c","0.217","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","2000","2000","°c","0.248","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","2001","2001","°c","0.796","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","2002","2002","°c","0.784","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","2003","2003","°c","0.692","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","2004","2004","°c","0.668","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","2005","2005","°c","0.697","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","2006","2006","°c","0.973","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","2007","2007","°c","0.506","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","2008","2008","°c","0.584","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","2009","2009","°c","1.335","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","2010","2010","°c","0.641","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","2011","2011","°c","0.68","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","2012","2012","°c","1.077","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","2013","2013","°c","0.715","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","2014","2014","°c","0.74","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","2015","2015","°c","1.472","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","2016","2016","°c","0.946","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","2017","2017","°c","1.073","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","2018","2018","°c","1.047","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","2019","2019","°c","1.21","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","2020","2020","°c","0.954","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","2021","2021","°c","0.915","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","2022","2022","°c","0.484","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","2023","2023","°c","2.004","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7019","Sep–Oct–Nov","1961","1961","°c","0.286","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7019","Sep–Oct–Nov","1962","1962","°c","0.286","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7019","Sep–Oct–Nov","1963","1963","°c","0.286","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7019","Sep–Oct–Nov","1964","1964","°c","0.286","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7019","Sep–Oct–Nov","1965","1965","°c","0.286","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7019","Sep–Oct–Nov","1966","1966","°c","0.286","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7019","Sep–Oct–Nov","1967","1967","°c","0.286","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7019","Sep–Oct–Nov","1968","1968","°c","0.286","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7019","Sep–Oct–Nov","1969","1969","°c","0.286","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7019","Sep–Oct–Nov","1970","1970","°c","0.286","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7019","Sep–Oct–Nov","1971","1971","°c","0.286","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7019","Sep–Oct–Nov","1972","1972","°c","0.286","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7019","Sep–Oct–Nov","1973","1973","°c","0.286","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7019","Sep–Oct–Nov","1974","1974","°c","0.286","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7019","Sep–Oct–Nov","1975","1975","°c","0.286","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7019","Sep–Oct–Nov","1976","1976","°c","0.286","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7019","Sep–Oct–Nov","1977","1977","°c","0.286","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7019","Sep–Oct–Nov","1978","1978","°c","0.286","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7019","Sep–Oct–Nov","1979","1979","°c","0.286","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7019","Sep–Oct–Nov","1980","1980","°c","0.286","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7019","Sep–Oct–Nov","1981","1981","°c","0.286","E","Estimated value"
"ET","Temperature change on land","862","Venezuela (Bolivarian Republic of)","6078","Standard Deviation","7019","Sep–Oct–Nov","1982","1982","°c","0.286","E","Estimated value"
